YEAR,PERIOD,SEND DATE,ENTITY CODE,ENTITY,LINE CODE,INTERVENTION LINE,SERVICE CODE,SERVICE NAME,UBIGEO,DEPARTMENT,PROVINCE,DISTRICT,CARE CENTER CODE,CARE CENTER NAME,EMC NO.,N° CASES ATTENDED-TOTAL,N° CASES ATTENDED - MEN - TOTAL,N° CASES ATTENDED - WOMEN - TOTAL,N° CASES ATTENDED - PSYCHOLOGICAL VIOLENCE,N° CASES ATTENDED - PHYSICAL VIOLENCE,N° CASES ATTENDED - SEXUAL VIOLENCE,N° CASES ATTENDED - ECONOMIC OR PATRIMONIAL VIOLENCE,N° CASES ATTENDED - 0_5 - TOTAL,N° CASES ATTENDED - 0_5 - MEN,N° CASOS ATENDIDOS - 0_5 - MUJERES,N° CASES ATTENDED - 6_11 - TOTAL,N° CASES ATTENDED - 6_11 - MEN,N° CASES ATTENDED - 6_11 - WOMEN,N° CASES ATTENDED - 12_17 - TOTAL,N° CASES ATTENDED - 12_17 - MEN,N° CASES ATTENDED - 12_17 - WOMEN,N° CASES ATTENDED - 18_25 - TOTAL,N° CASES ATTENDED - 18_25 - MEN,N° CASES ATTENDED - 18_25 - WOMEN,N° CASES ATTENDED - 18_29 - TOTAL,N° CASES ATTENDED - 18_29 - MEN,N° CASES ATTENDED - 18_29 - WOMEN,N° CASES ATTENDED - 26_35 - TOTAL,N° CASES ATTENDED - 26_35 - MEN,N° CASES ATTENDED - 26_35 - WOMEN,N° CASES ATTENDED - 36_45 - TOTAL,N° CASES ATTENDED - 36_45 - MEN,N° CASES ATTENDED - 36_45 - WOMEN,N° CASES ATTENDED - 30_59 - TOTAL,N° CASES ATTENDED - 30_59 - MEN,N° CASES ATTENDED - 30_59 - WOMEN,N° CASES ATTENDED - 46_59 - TOTAL,N° CASES ATTENDED - 46_59 - MEN,N° CASES ATTENDED - 46_59 - WOMEN,N° CASES ATTENDED - 60_MORE - TOTAL,N° CASES ATTENDED - 60_MORE - MEN,N° CASES ATTENDED - 60_MORE - WOMEN,NUMBER OF ACTIVITIES - TOTAL
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,110401,ICA,PALPA,PALPA,CEM215,PALPA,1,185,48,137,53,121,11,,19,11,8,47,21,26,46,14,32,,,,23,0,23,,,,,,,42,1,41,,,,8,1,7,"16,217"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,210901,PUNO,MOHO,MOHO,CEM216,MOHO,1,104,8,96,39,59,6,,0,0,0,3,0,3,5,2,3,,,,30,1,29,,,,,,,46,0,46,,,,20,5,15,"3,645"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,100401,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,CEM217,HUACAYBAMBA,1,137,27,110,72,62,3,,3,2,1,8,4,4,12,4,8,,,,31,1,30,,,,,,,71,13,58,,,,12,3,9,"1,915"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150301,LIMA PROVINCIAS,CAJATAMBO,CAJATAMBO,CEM218,CAJATAMBO,1,117,18,99,94,20,3,,1,1,0,15,8,7,18,5,13,,,,17,0,17,,,,,,,57,2,55,,,,9,2,7,"1,609"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,20701,ÁNCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,CEM219,CARLOS FERMIN FITZCARRALD,1,96,12,84,52,39,5,,2,0,2,6,2,4,19,3,16,,,,11,0,11,,,,,,,47,6,41,,,,11,1,10,"1,884"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,20301,ÁNCASH,ANTONIO RAYMONDI,LLAMELLIN,CEM220,ANTONIO RAYMONDI,1,102,9,93,29,59,14,,3,2,1,12,1,11,14,3,11,,,,26,0,26,,,,,,,36,0,36,,,,11,3,8,"2,013"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,61301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,CEM221,SANTA CRUZ,1,120,17,103,54,59,7,,5,2,3,14,8,6,18,5,13,,,,23,0,23,,,,,,,51,1,50,,,,9,1,8,"2,213"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40801,AREQUIPA,LA UNIÓN,COTAHUASI,CEM222,LA UNIÓN,1,135,14,121,74,52,9,,2,2,0,11,3,8,20,7,13,,,,22,1,21,,,,,,,69,0,69,,,,11,1,10,"7,689"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO,CEM223,CHOSICA,1,297,73,224,78,176,43,,41,25,16,79,37,42,72,9,63,,,,37,0,37,,,,,,,55,1,54,,,,13,1,12,"5,382"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,CEM224,CIENEGUILLA,1,181,28,153,77,82,22,,11,0,11,41,19,22,23,5,18,,,,47,2,45,,,,,,,56,2,54,,,,3,0,3,"5,787"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,21701,ÁNCASH,RECUAY,RECUAY,CEM225,RECUAY,1,133,8,125,53,75,5,,1,0,1,6,3,3,15,3,12,,,,37,0,37,,,,,,,59,1,58,,,,15,1,14,"2,825"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,160107,LORETO,MAYNAS,NAPO,CEM226,NAPO,1,156,18,138,35,93,28,,8,3,5,18,5,13,23,6,17,,,,41,0,41,,,,,,,56,1,55,,,,10,3,7,"1,672"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,20201,ÁNCASH,AIJA,AIJA,CEM227,AIJA,1,98,29,69,75,18,5,,6,5,1,23,10,13,11,7,4,,,,20,0,20,,,,,,,31,6,25,,,,7,1,6,"2,707"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,21401,ÁNCASH,OCROS,OCROS,CEM228,OCROS,1,108,27,81,49,50,9,,12,8,4,28,13,15,12,4,8,,,,19,1,18,,,,,,,29,1,28,,,,8,0,8,"2,280"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,130301,LA LIBERTAD,BOLIVAR,BOLIVAR,CEM229,BOLIVAR,1,58,5,53,29,22,7,,5,1,4,5,2,3,4,0,4,,,,15,1,14,,,,,,,26,1,25,,,,3,0,3,"4,156"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,81001,CUSCO,PARURO,PARURO,CEM230,PARURO,1,253,52,201,123,116,14,,17,7,10,39,21,18,32,10,22,,,,52,4,48,,,,,,,107,10,97,,,,6,0,6,"7,148"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,250401,UCAYALI,PURÚS,PURÚS,CEM231,PURUS,1,2,2,0,0,0,2,,0,0,0,0,0,0,2,2,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,20
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,10301,AMAZONAS,BONGARÁ,JUMBILLA,CEM232,BONGARÁ,1,123,17,106,39,76,8,,3,0,3,15,6,9,20,4,16,,,,25,1,24,,,,,,,52,4,48,,,,8,2,6,"1,452"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,160801,LORETO,PUTUMAYO,PUTUMAYO,CEM233,PUTUMAYO,1,43,4,39,12,25,6,,2,1,1,4,1,3,7,2,5,,,,16,0,16,,,,,,,14,0,14,,,,0,0,0,812
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,20901,ÁNCASH,CORONGO,CORONGO,CEM234,CORONGO,1,44,4,40,27,14,3,,4,3,1,4,1,3,7,0,7,,,,12,0,12,,,,,,,17,0,17,,,,0,0,0,"1,298"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,CEM235,PICHANAQUI,1,252,13,239,101,110,41,,7,5,2,18,4,14,37,2,35,,,,72,1,71,,,,,,,115,1,114,,,,3,0,3,"5,075"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,CEM236,ZARATE,1,527,90,437,288,159,80,,47,22,25,74,29,45,95,25,70,,,,90,4,86,,,,,,,185,1,184,,,,36,9,27,"12,743"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80105,CUSCO,CUSCO,SAN SEBASTIÁN,CEM237,SAN SEBASTIÁN,1,827,89,738,455,345,27,,27,14,13,51,26,25,56,12,44,,,,204,9,195,,,,,,,443,20,423,,,,46,8,38,"13,481"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40520,AREQUIPA,CAYLLOMA,MAJES,CEM238,MAJES,1,167,12,155,82,62,23,,1,0,1,9,6,3,26,2,24,,,,43,0,43,,,,,,,87,4,83,,,,1,0,1,"3,756"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,CEM239,JACOBO HUNTER,1,222,21,201,116,77,29,,13,3,10,30,11,19,31,5,26,,,,35,0,35,,,,,,,104,2,102,,,,9,0,9,"7,033"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,CEM240,FLORENCIA DE MORA,1,128,28,100,55,63,10,,17,11,6,15,8,7,21,7,14,,,,16,1,15,,,,,,,50,0,50,,,,9,1,8,"4,541"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150115,LIMA METROPOLITANA,LIMA,LA VÍCTORIA,CEM241,LA VÍCTORIA,1,309,59,250,78,159,72,,13,4,9,63,27,36,68,16,52,,,,58,2,56,,,,,,,88,6,82,,,,19,4,15,"3,852"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,CEM242,SAN MIGUEL - LIMA,1,236,42,194,138,71,27,,23,10,13,25,6,19,34,12,22,,,,32,2,30,,,,,,,95,7,88,,,,27,5,22,"2,422"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,CEM243,INAMBARI,1,100,10,90,19,61,20,,4,2,2,8,4,4,24,1,23,,,,26,2,24,,,,,,,38,1,37,,,,0,0,0,"2,271"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80104,CUSCO,CUSCO,SAN JERONIMO,CEM244,SAN JERONIMO,1,195,18,177,108,78,9,,6,3,3,11,4,7,21,8,13,,,,63,0,63,,,,,,,84,1,83,,,,10,2,8,"3,669"
2016,ENE - DIC,13/12/2016,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,CEM245,SAN JUAN BAUTISTA,1,177,23,154,86,59,32,,3,1,2,26,11,15,32,5,27,,,,33,0,33,,,,,,,76,6,70,,,,7,0,7,"1,672"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30101,APURÍMAC,ABANCAY,ABANCAY,CEM001,ABANCAY,1,171,13,158,129,36,6,0,1,1,0,13,8,5,13,2,11,,,,49,2,47,,,,,,,83,0,83,,,,12,0,12,"8,992"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,90201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,CEM002,ACOBAMBA,1,188,35,153,62,94,28,4,17,10,7,40,15,25,23,4,19,,,,36,2,34,,,,,,,67,3,64,,,,5,1,4,"7,908"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,100201,HUÁNUCO,AMBO,AMBO,CEM003,AMBO,1,202,24,178,74,96,32,0,9,6,3,19,7,12,32,7,25,,,,57,0,57,,,,,,,75,2,73,,,,10,2,8,"23,811"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,CEM004,ANDAHUAYLAS,1,292,45,247,216,61,15,0,10,5,5,39,22,17,36,9,27,,,,62,3,59,,,,,,,132,4,128,,,,13,2,11,"5,125"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,CEM005,ANTABAMBA,1,176,65,111,124,52,0,0,25,15,10,52,34,18,23,10,13,,,,23,2,21,,,,,,,48,3,45,,,,5,1,4,"10,171"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,200201,PIURA,AYABACA,AYABACA,CEM006,AYABACA,1,194,21,173,77,84,33,0,5,3,2,19,8,11,39,4,35,,,,40,1,39,,,,,,,82,3,79,,,,9,2,7,"3,476"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,50101,AYACUCHO,HUAMANGA,AYACUCHO,CEM007,HUAMANGA,1,344,15,329,211,104,29,0,3,0,3,15,4,11,25,4,21,,,,100,1,99,,,,,,,171,5,166,,,,30,1,29,"5,485"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,10201,AMAZONAS,BAGUA,BAGUA,CEM008,BAGUA,1,331,46,285,149,149,33,0,23,11,12,53,17,36,53,7,46,,,,66,2,64,,,,,,,116,3,113,,,,20,6,14,"10,014"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,CEM009,CAJAMARCA,1,221,21,200,115,90,16,0,17,5,12,44,10,34,44,3,41,,,,48,0,48,,,,,,,58,1,57,,,,10,2,8,"4,898"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,70101,CALLAO,CALLAO,CALLAO,CEM010,CALLAO,1,643,133,510,288,274,81,0,71,35,36,95,37,58,101,23,78,,,,98,2,96,,,,,,,226,16,210,,,,52,20,32,"21,813"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40201,AREQUIPA,CAMANÁ,CAMANÁ,CEM011,CAMANA,1,497,85,412,299,163,30,5,42,22,20,88,34,54,67,13,54,,,,99,3,96,,,,,,,183,5,178,,,,18,8,10,"22,586"
2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,50201,AYACUCHO,CANGALLO,CANGALLO,CEM012,CANGALLO,1,128,12,116,52,56,20,0,6,3,3,11,3,8,25,4,21,,,,26,0,26,,,,,,,54,1,53,,,,6,1,5,"4,206"
